UnitCode,Name,Label,Expr1,IsInSTATS,IsREC,IsRECH,IsNREC,IsNRECH,IsCL,IsCCG,IsBC,IsTT,IsTRVS,IsMISC,IsNROS,Formula
SAAN,San Antonio Missions NHP,AQUEDUCT PARKING AREA  UNCOUNTED VISITATION,F65,1,1,1,0,0,0,0,0,0,0,0,0,NULL
SAAN,San Antonio Missions NHP,MISSION ESPADA  UNCOUNTED VISITATION,F66,1,1,0,0,0,0,0,0,0,0,0,0,NULL
SAAN,San Antonio Missions NHP,ESPADA PARISH  UNCOUNTED VISITATION,F67,1,1,0,0,0,0,0,0,0,0,0,0,NULL
SAAN,San Antonio Missions NHP,MISSION CONCEPCION BUSES,F68,1,1,1,0,0,0,0,0,0,0,0,0,NULL
SAAN,San Antonio Missions NHP,MISSION SAN JOSE BUSES,F69,1,1,1,0,0,0,0,0,0,0,0,0,NULL
SAAN,San Antonio Missions NHP,MISSION SAN JUAN BUSES,F70,1,1,1,0,0,0,0,0,0,0,0,0,NULL
SAAN,San Antonio Missions NHP,MISSION ESPADA BUSES,F71,1,1,1,0,0,0,0,0,0,0,0,0,NULL
SAAN,San Antonio Missions NHP,MISSION CONCEPCION PRE 2014 AND PREADJUSTMENT,F13AA,1,1,0,0,0,0,0,0,0,0,0,0,((F27-F41)-F68)*2.6
SAAN,San Antonio Missions NHP,MISSION SAN JUAN PREADJUSTED VISITORS,F17AA,1,1,0,0,0,0,0,0,0,0,0,0,((((F31+F38)-F51)-F70)*2.6)
SAAN,San Antonio Missions NHP,MISSION SAN JOSE PRE ADJUSTED VISITORS,F19AA,1,1,0,0,0,0,0,0,0,0,0,0,((((F32+F33)-F49)-F69)*2.6)
SAAN,San Antonio Missions NHP,MISSION ESPADA PRE ADJUSTED VISITORS,F43AA,1,1,1,0,0,0,0,0,0,0,0,0,((((F28+F29)-F42)-F71)*2.6)
SAAN,San Antonio Missions NHP,ESPADA PARRISH UNADJUSTED,F46A,1,1,1,0,0,0,0,0,0,0,0,0,((F30-F45)*2.6)
SAAN,San Antonio Missions NHP,OTHER VISITORS,F76,1,1,0,0,0,0,0,0,0,0,0,0,F59+F60+F61+F62+F63+F64+F65+F66+F67
SAAN,San Antonio Missions NHP,BUS PASSENGERS,F77,1,1,0,0,0,0,0,0,0,0,0,0,(F68+F69+F70+F71)*32
SAAN,San Antonio Missions NHP,CHURCH VISITORS,F75,1,1,0,0,0,0,0,0,0,0,0,0,F48+F50
SAAN,San Antonio Missions NHP,MISSION PKY ACEQUIA PARK,F23A,1,1,1,0,0,0,0,0,0,0,0,0,"((F34-F54)*IIF(RM GTE 6 AND RM LTE 9,2.8,1.8))+F61"
SAAN,San Antonio Missions NHP,MISSION PKY ESPADA PARK,F23B,1,1,1,0,0,0,0,0,0,0,0,0,"((F35-F54)*IIF(RM GTE 6 AND RM LTE 9,2.8,1.8))+F62"
SAAN,San Antonio Missions NHP,HIKE AND BIKE TRAIL ACEQUIA PARK,F23C,1,1,1,0,0,0,0,0,0,0,0,0,F36+F37+F63
SAAN,San Antonio Missions NHP,AQUEDUCT PREADJUSTED,F21AA,1,1,0,0,0,0,0,0,0,0,0,0,(F8-F52)*2.6
SAAN,San Antonio Missions NHP,MISSION CONCEPCION PRE 2014 AND PREADJUSTMENT,F100,0,0,0,0,0,0,0,0,0,0,0,0,((F27-F41)-F68)*2.6
DEVA,Death Valley NP,Overnight Stays at The Oasis Fiddlers Campground,F48,0,0,0,0,0,0,0,0,0,0,0,0,NULL
GARI,Gauley River NRA,(OLD) DAYS OBSERVED TENT/RV SITES AT DAM,F20,0,0,0,0,0,0,0,0,0,0,0,0,NULL
GARI,Gauley River NRA,DAYS IN THE MONTH,F19,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(RM EQ 1 OR RM EQ 3 OR RM EQ 5 OR RM EQ 7 OR RM EQ 8 OR RM EQ 10 OR RM EQ 11,31,IIF(RM EQ 2,28,30))"
GARI,Gauley River NRA,ESTIMATED TENT CAMPERS AT DAM,F14,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(F3 EQ 0,0,((F3/F20)*F19)*PPV)"
GARI,Gauley River NRA,ESTIMATED RV CAMPERS AT DAM,F15,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(F4 EQ 0,0,((F4/F20)*F19)*PPV)"
CANY,Canyonlands NP,ISLAND IN THE SKY VC,F62,0,0,0,0,0,0,0,0,0,0,0,0,NULL
SARI,Salt River Bay NHP & Ecological Pres,NUMBER OF BUSHTRIBE TOURS,F13,0,0,0,0,0,0,0,0,0,0,0,0,NULL
SARI,Salt River Bay NHP & Ecological Pres,VISITORS ON BUSHTRIBE TOURS,F14,1,1,1,0,0,0,0,0,0,0,0,0,NULL
BUIS,Buck Island Reef NM,NUMBER OF EDUCATION TOURS,F10A,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VAFO,Valley Forge NHP,VISITORS TO THE TRAIN STATION,F20,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VAFO,Valley Forge NHP,VISITORS TO WASHINGTON'S HEADQUARTERS,F21,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VAFO,Valley Forge NHP,VISITORS TO MUHLENBERG BRIGADE,F22,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VAFO,Valley Forge NHP,OUAN SECRETS AND SPIES,F35,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VAFO,Valley Forge NHP,FRIENDS BIRD WALKS ATTENDANCE,F36A,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VAFO,Valley Forge NHP,AVERAGE OF THEATER DOORS,F95,0,0,0,0,0,0,0,0,0,0,0,0,(F90+F91)/2
VAFO,Valley Forge NHP,STORYTELLING TOTAL ATTENDANCE,F26,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2017, (F24A+F25A+F26A), F24A+F25A)"
VAFO,Valley Forge NHP,NUMBER OF WASHINGTON LEADERSHIP TALKS,F38,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VAFO,Valley Forge NHP,WASHINGTON LEADERSHIP TALK ATTENDANCE,F38A,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VAFO,Valley Forge NHP,NUMBER OF SOLDIER LIFE PROGRAMS,F72,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VAFO,Valley Forge NHP,SOLDIER LIFE PROGRAM ATTENDANCE,F72A,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VAFO,Valley Forge NHP,TOTAL RANGER ED PROGRAMS,F206,0,0,0,0,0,0,0,0,0,0,0,0,F72+F73+F74+F76+F79P+F47+F48
VAFO,Valley Forge NHP,TOTAL RANGER ED ATTENDANCE,F206A,0,0,0,0,0,0,0,0,0,0,0,0,F72A+F73A+F74A+F76A+F79+F47A+F48A
VAFO,Valley Forge NHP,Total Convention & Visitors Bureau Programs,F207,0,0,0,0,0,0,0,0,0,0,0,0,F75+F77+F78
VAFO,Valley Forge NHP,Total Convention & Visitors Bureau Program Attendance,F207A,0,0,0,0,0,0,0,0,0,0,0,0,F75A+F77A+F78A
VAFO,Valley Forge NHP,OUAN SECRETS AND SPIES ATTENDANCE,F35A,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VAFO,Valley Forge NHP,Total Formal Interpretation,F203,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2019,F30+F31+F33+F34+F42+F43+F44,F30+F31+F32+F33+F34+F35+F36+F37+F38)"
VAFO,Valley Forge NHP,Total Formal Interpretation Attendance,F203A,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2019,F30A+F31A+F33A+F34A+F42A+F43A+F44A,F30A+F31A+F32A+F33A+F34A+F35A+F36A+F37A+F38A)"
VOYA,Voyageurs NP,VISITORS AT HEADQUARTERS BUILDING,F37,0,0,0,0,0,0,0,0,0,0,0,0,NULL
VOYA,Voyageurs NP,FRONT COUNTRY CAMPERS NAMAKAN,F38,1,1,0,0,0,0,0,0,0,0,0,0,NULL
VOYA,Voyageurs NP,FRONT COUNTRY CAMPERS RAINY,F39,1,1,0,0,0,0,0,0,0,0,0,0,NULL
VOYA,Voyageurs NP,NUMBER OF O/N CAMPING STAYS (WINTER),F40,1,0,0,0,0,0,0,1,0,0,0,0,NULL
VOYA,Voyageurs NP,BC PRE 2010 and 2013,BC1,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(RY LTE 2009 AND RY EQ 2013,IIF(RM GTE 5 AND RM LTE 11,F11,(F8A1*2.4)),0)"
VOYA,Voyageurs NP,BC 2010 THRU 2012,BC2,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2010 AND RY LTE 2012,F29,0)"
CALO,Cape Lookout NS,BEAUFORT VC,F350,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,NC OUTWARD BOUND NC DAY USE,F271A,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,BARRIER NC TOTAL PASSENGERS,F351,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,BARRIER SH TOTAL PASSENGERS,F353,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,CAROLINA OCEAN STU SC TOTAL PASSENGERS,F355,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,CAROLINA OCEAN STU SH TOTAL PASSENGERS,F356,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,CRYSTAL COAST ECO NC TOTAL PASSENGERS,F357,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,CRYSTAL COAST ECO SC TOTAL PASSENGERS,F358,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,CRYSTAL COAST ECO SH TOTAL PASSENGERS,F359,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,CRYSTAL COAST LADY NC TOTAL PASSENGERS,F360,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,CRYSTAL COAST LADY SC TOTAL PASSENGERS,F361,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,CRYSTAL COAST LADY SH TOTAL PASSENGERS,F362,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,GREEN RIVER PRESERVE NC TOTAL PASSENGERS,F363,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,GREEN RIVER PRESERVE SC TOTAL PASSENGERS,F364,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,GREEN RIVER PRESERVE SH TOTAL PASSENGERS,F365,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,LOOKOUT ADVENTURES NC TOTAL PASSENGERS,F366,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,LOOKOUT ADVENTURES SC TOTAL PASSENGERS,F367,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,LOOKOUT ADVENTURES SH TOTAL PASSENGERS,F368,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,LOOKOUT CRUISES NC TOTAL PASSENGERS,F369,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,LOOKOUT CRUISES SC TOTAL PASSENGERS,F370,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,LOOKOUT CRUISES SH TOTAL PASSENGERS,F371,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,OUTWARD BOUND NC TOTAL PASSENGERS,F372,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,OUTWARD BOUND SC TOTAL PASSENGERS,F373,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,OUTWARD BOUND SH TOTAL PASSENGERS,F374,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,PORT CITY TOUR NC TOTAL PASSENGERS,F375,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,PORT CITY TOUR SC TOTAL PASSENGERS,F376,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,PORT CITY TOUR SH TOTAL PASSENGERS,F377,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,SEAVISIONS NC TOTAL PASSENGERS,F378,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,SEAVISIONS SC TOTAL PASSENGERS,F379,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,SEAVISITIONS SH TOTAL PASSENGERS,F380,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,ALL OTHERS NC TOTAL PASSENGERS,F381,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,ALL OTHERS SC TOTAL PASSENGERS,F382,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CALO,Cape Lookout NS,ALL OTHERS SH TOTAL PASSENGERS,F383,0,0,0,0,0,0,0,0,0,0,0,0,NULL
WEFA,Weir Farm NHP,WEIR HOUSE TOURS,F46,0,0,0,0,0,0,0,0,0,0,0,0,NULL
WEFA,Weir Farm NHP,WEIR HOUSE TOUR ATTENDANCE,F47,1,1,1,0,0,0,0,0,0,0,0,0,NULL
WEFA,Weir Farm NHP,YOUNG STUDIO ATTENDANCE,F48,1,1,1,0,0,0,0,0,0,0,0,0,NULL
WEFA,Weir Farm NHP,WEIR STUDIO TOUR ATTENDANCE,F49,1,1,1,0,0,0,0,0,0,0,0,0,NULL
JELA,Jean Lafitte NHP & PRES,Chalmette Cemetery Traffic Count,F25,0,0,0,0,0,0,0,0,0,0,0,0,NULL
TUMA,Tumacacori NHP,ON-SITE YOUTH PROGRAMS,F20,0,0,0,0,0,0,0,0,0,0,0,0,NULL
TUMA,Tumacacori NHP,ON-SITE YOUTH PROGRAM ATTENDANCE,F21,0,0,0,0,0,0,0,0,0,0,0,0,NULL
TUMA,Tumacacori NHP,OFF-SITE YOUTH PROGRAMS,F22,0,0,0,0,0,0,0,0,0,0,0,0,NULL
TUMA,Tumacacori NHP,OFF-SITE YOUTH PROGRAM ATTENDANCE,F23,0,0,0,0,0,0,0,0,0,0,0,0,NULL
TUMA,Tumacacori NHP,OFF-SITE YOUTH CURRICULUM BASED PROGRAMS,F24,0,0,0,0,0,0,0,0,0,0,0,0,NULL
TUMA,Tumacacori NHP,OFF-SITE YOUTH CURRICULUM BASED PROGRAM ATTENDANCE,F25,0,0,0,0,0,0,0,0,0,0,0,0,NULL
GLAC,Glacier NP,Motel Lake McDonald O/N Stays,F49B,1,0,1,0,0,1,0,0,0,0,0,0,NULL
GLAC,Glacier NP,OVERNIGHT STAYS AT MOTEL LAKE MCDONALD,SU14M,0,0,0,0,0,0,0,0,0,0,0,0,F49B
CLBA,Clara Barton NHS,NUMBER OF HOURS FOR HOUSE VISITS,F3,1,0,1,0,0,0,0,0,0,0,0,0,F2*1
CLBA,Clara Barton NHS,TOTAL RECREATION,REC,0,0,0,0,0,0,0,0,0,0,0,0,F2
BEOL,Bent's Old Fort NHS,VISITORS ENTERING THE FORT,F1,1,1,1,0,0,0,0,0,0,0,0,0,NULL
BELA,Bering Land Bridge NPRES,TRV,TRV,0,0,0,0,0,0,0,0,0,0,0,0,REC
CATO,Catoctin Mountain Park,TRAFFIC COUNT AT THE VISITOR CENTER,F1,1,1,1,0,0,0,0,0,0,0,0,0,NULL
CATO,Catoctin Mountain Park,TRAFFIC COUNT AT ROUND MEADOW,F2,1,1,1,0,0,0,0,0,0,0,0,0,NULL
WIHO,William Howard Taft NHS,WALK-IN VISITORS ENTERING TAFT HOUSE,F1,1,1,1,0,0,0,0,0,0,0,0,0,NULL
EISE,Eisenhower NHS,NUMBER OF VISITORS IN TOUR CENTER,F1,0,0,0,0,0,0,0,0,0,0,0,0,NULL
BOST,Boston NHP,ELECTRONIC COUNT AT FANEUIL HALL (All 5 Counters),F10,1,1,1,0,0,0,0,0,0,0,0,0,NULL
BOST,Boston NHP,NREC,NREC,1,0,0,0,1,0,0,0,0,0,0,0,F15*NRVPD
EUON,Eugene O'Neill NHS,Other Visits (EOF),F9,0,0,0,0,0,0,0,0,0,0,0,0,NULL
BUFF,Buffalo NR,(OLD) NUMBER OF TENTS AT MAUMEE SOUTH,ON28,0,0,0,0,0,0,0,0,0,0,0,0,NULL
HOBE,Horseshoe Bend NMP,TRAFFIC COUNT AT HWY 49 NORTH,F1,0,0,0,0,0,0,0,0,0,0,0,0,NULL
HOME,Homestead NHP,TRAFFIC COUNT AT EDUCATION CENTER,F1,1,1,1,1,1,0,0,0,0,0,0,0,NULL
WAPA,War in the Pacific NHP,BUS PASSENGERS,F3,0,0,0,0,0,0,0,0,0,0,0,0,NULL
KLGO,Klondike Gold Rush NHP Alaska,VISITORS TO THE VISITOR CENTER/DEPOT,F1,1,1,1,0,0,0,0,0,0,0,0,0,NULL
LARO,Lake Roosevelt NRA,TRAFFIC COUNT AT KETTLE FALLS CA,F5,1,1,1,0,0,0,0,0,0,0,0,0,NULL
SEQU,Sequoia NP,Backcountry Overnight Stays,BC,0,0,0,0,0,0,0,0,0,0,0,0,OVBC*EXPMBC
VOYA,Voyageurs NP,TOTAL VC VISITORS,F8A,1,1,1,0,0,0,0,0,0,0,1,0,F1+F2+F3
CANY,Canyonlands NP,PPV MAZE,PPVMZ,1,1,1,0,0,0,0,0,0,0,0,0,"IIF(RM LTE 2 OR RM GTE 10,2.0,IIF(RM EQ 3 OR RM EQ 4 OR RM EQ 6,2.5,IIF(RM EQ 5 OR RM GTE 7 AND RM LTE 9,2.2,0)))"
HAVO,Hawaii Volcanoes NP,TENT RV O/N STAYS,TOTCG,0,0,0,0,0,0,0,0,0,0,0,0,TT+TRVS
CUIS,Cumberland Island NS,F12,F12,0,0,0,0,0,0,0,0,0,0,0,0,F4+F5+F6
KLGO,Klondike Gold Rush NHP Alaska,WINTER VISITORS,F21,1,1,0,0,0,0,0,0,0,0,0,0,F1+F5+F6+F7+F8A+F10
MORU,Mount Rushmore NMEM,Day 3,F27,1,1,1,1,1,0,0,0,0,0,0,0,"IIF((F20+F21) LT 2*NREP,((((F20+F21)-F22)-((F20+F21)/2))*PPV)+F23,((((F20+F21)-F22)-NREP)*PPV)+F23)"
VIVE,Vietnam Veterans MEM,Special Event Visitors 1,F5,0,0,0,0,0,0,0,0,0,0,0,0,NULL
MUWO,Muir Woods NM,Day 20,F64,1,1,1,0,0,0,0,0,0,0,0,0,NULL
HSTR,Harry S Truman NHS,INACTIVE after 2013,F9,0,0,0,0,0,0,0,0,0,0,0,0,NULL
TUMA,Tumacacori NHP,YOUTH CURRICULUM PROGRAMS (FORMERLY EDUCATION PROGRAMS),F55,0,0,0,0,0,0,0,0,0,0,0,0,NULL
CORO,Coronado NMEM,TRAFFIC COUNT AT WEST ENTRANCE,F14,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2010,F6,0)"
FOCA,Fort Caroline NMEM,TRAFFIC COUNT AT RIBAULT'S COLUMN,F20,1,1,1,0,0,0,0,0,0,0,0,0,F3/2
ANTI,Antietam NB,VC + Outside Visitors,F12,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2005,F6*(1+EXPM),F6*1.25)"
ANTI,Antietam NB,REC,REC,1,1,0,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2020,F6+F13+F10+F20+F100,F10+F12)"
ANTI,Antietam NB,NREC,NREC,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTI,Antietam NB,NRECH,NRECH,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTI,Antietam NB,TRV,TRV,0,0,0,0,0,0,0,0,0,0,0,0,REC
ANTI,Antietam NB,TNRV,TNRV,0,0,0,0,0,0,0,0,0,0,0,0,NREC
ANTI,Antietam NB,TRVH,TRVH,0,0,0,0,0,0,0,0,0,0,0,0,RECH
ANTI,Antietam NB,TNRVH,TNRVH,0,0,0,0,0,0,0,0,0,0,0,0,NRECH
ANTI,Antietam NB,MISC,MISC,0,0,0,0,0,0,0,0,0,0,0,0,F8
BELA,Bering Land Bridge NPRES,NRECH,NRECH,1,0,0,0,1,0,0,0,0,0,0,0,NREC*LOSNRD+NROS*LOSNRO
BOWA,Booker T. Washington NM,VANS,F6,0,0,0,0,0,0,0,0,0,0,0,0,NULL
BOWA,Booker T. Washington NM,VAN PASSENGERS,F8,0,0,0,0,0,0,0,0,0,0,0,0,NULL
BOWA,Booker T. Washington NM,Recreation Visits Pre 2020,F20,0,0,0,0,0,0,0,0,0,0,0,0,"((((F1/4)-(F3/4))-(F5+F6))*(IIF(RM GTE 3 AND RM LTE 5,2.8,0)+IIF(RM GTE 6 AND RM LTE 8,3.3,0)+IIF(RM GTE 9 AND RM LTE 11,2.6,0)+IIF(RM EQ 12 OR RM EQ 1 OR RM EQ 2,2.4,0))+(F7+F8))"
BOWA,Booker T. Washington NM,NREC,NREC,1,0,0,0,1,0,0,0,0,0,0,0,NRECV*PPVNR
FOWA,Fort Washington Park,TRAFFIC COUNT AT MAIN ENTRANCE,F11,0,0,0,0,0,0,0,0,0,0,0,0,F2
BOWA,Booker T. Washington NM,RECH,RECH,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2020,(REC-F7)*LOSREC+F7*F10,(REC*LOSREC)+((F7+F8)*F10))"
BOWA,Booker T. Washington NM,NRECH,NRECH,0,0,0,0,0,0,0,0,0,0,0,0,NREC*LOSNR
BOWA,Booker T. Washington NM,TRV,TRV,0,0,0,0,0,0,0,0,0,0,0,0,REC
BOWA,Booker T. Washington NM,TNRV,TNRV,0,0,0,0,0,0,0,0,0,0,0,0,NREC
RIRA,River Raisin NBP,Special Use Permits Issued,F21,0,0,0,0,0,0,0,0,0,0,0,0,NULL
RIRA,River Raisin NBP,Special Use Permit Visitors,F22,0,0,0,0,0,0,0,0,0,0,0,0,NULL
RIRA,River Raisin NBP,Junior Ranger Participants,F23,0,0,0,0,0,0,0,0,0,0,0,0,NULL
LIHO,Lincoln Home NHS,NUMBER OF VISITORS DECLINING TOUR,F54,1,1,1,0,0,0,0,0,0,0,0,0,NULL
CECH,Cesar E. Chavez NM,Visitors Entering the Visitor Center,F1,1,1,1,0,0,0,0,0,0,0,0,0,NULL
NATC,Natchez NHP,NUMBER OF RIVERBOAT VISITORS,F28,0,0,0,0,0,0,0,0,0,0,0,0,NULL
NATC,Natchez NHP,NUMBER OF VISITORS ON DOWNTOWN WALKING TOURS,F29,0,0,0,0,0,0,0,0,0,0,0,0,NULL
NATC,Natchez NHP,NUMBER OF VISITORS ON MELROSE GARDEN TOURS,F30,0,0,0,0,0,0,0,0,0,0,0,0,NULL
NATC,Natchez NHP,NUMBER OF JUNIOR RANGERS,F31,0,0,0,0,0,0,0,0,0,0,0,0,NULL
NATC,Natchez NHP,NUMBER OF CIVIL WAR HISTORIANS,F32,0,0,0,0,0,0,0,0,0,0,0,0,NULL
DENA,Denali NP & PRES,NUMBER OF VISITORS TO DENALI VC,F127,0,0,0,0,0,0,0,0,0,0,0,0,NULL
APIS,Apostle Islands NL,OVERFLOW TRAFFIC AT MEYERS ROAD,F106,1,1,1,0,0,0,0,0,0,0,0,0,NULL
VICK,Vicksburg NMP,HOWE LANE WALK-INS,F28,1,1,1,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2013,500,0)"
HEHO,Herbert Hoover NHS,BIRTHPLACE COTTAGE VISITORS,F19,0,0,0,0,0,0,0,0,0,0,0,0,"IIF(RY GTE 2004 AND RY LTE 2013,F13,F7)"
